Data as of,Start Date,End Date,Group,Year,Month,MMWR Week,Week Ending Date,State,COVID-19 Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
01/30/2023,07/24/2022,07/30/2022,By Week,2022,,30,07/30/2022,Washington,71,"1,341",132,68,24,,116,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,07/31/2022,08/06/2022,By Week,2022,,31,08/06/2022,Washington,73,"1,246",120,81,32,0,122,
01/30/2023,08/07/2022,08/13/2022,By Week,2022,,32,08/13/2022,Washington,69,"1,311",126,90,31,0,128,
01/30/2023,08/14/2022,08/20/2022,By Week,2022,,33,08/20/2022,Washington,61,"1,284",124,73,26,,109,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,08/21/2022,08/27/2022,By Week,2022,,34,08/27/2022,Washington,45,"1,231",123,88,23,0,110,
01/30/2023,08/28/2022,09/03/2022,By Week,2022,,35,09/03/2022,Washington,58,"1,267",124,62,27,0,93,
01/30/2023,09/04/2022,09/10/2022,By Week,2022,,36,09/10/2022,Washington,54,"1,286",122,89,26,0,117,
01/30/2023,09/11/2022,09/17/2022,By Week,2022,,37,09/17/2022,Washington,39,"1,232",123,79,17,0,101,
01/30/2023,09/18/2022,09/24/2022,By Week,2022,,38,09/24/2022,Washington,49,"1,282",125,78,21,0,106,
01/30/2023,09/25/2022,10/01/2022,By Week,2022,,39,10/01/2022,Washington,31,"1,184",116,64,12,,84,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,10/02/2022,10/08/2022,By Week,2022,,40,10/08/2022,Washington,42,"1,238",118,69,17,0,94,
01/30/2023,10/09/2022,10/15/2022,By Week,2022,,41,10/15/2022,Washington,34,"1,226",113,71,13,,94,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,10/16/2022,10/22/2022,By Week,2022,,42,10/22/2022,Washington,39,"1,147",108,60,15,0,84,
01/30/2023,10/23/2022,10/29/2022,By Week,2022,,43,10/29/2022,Washington,34,"1,201",108,71,11,0,94,
01/30/2023,10/30/2022,11/05/2022,By Week,2022,,44,11/05/2022,Washington,34,"1,254",113,75,17,,93,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,11/06/2022,11/12/2022,By Week,2022,,45,11/12/2022,Washington,37,"1,326",121,83,16,,105,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,11/13/2022,11/19/2022,By Week,2022,,46,11/19/2022,Washington,38,"1,267",116,85,15,,114,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,11/20/2022,11/26/2022,By Week,2022,,47,11/26/2022,Washington,40,"1,381",127,83,14,,117,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,11/27/2022,12/03/2022,By Week,2022,,48,12/03/2022,Washington,61,"1,469",133,88,20,30,157,
01/30/2023,12/04/2022,12/10/2022,By Week,2022,,49,12/10/2022,Washington,65,"1,475",135,92,26,47,176,
01/30/2023,12/11/2022,12/17/2022,By Week,2022,,50,12/17/2022,Washington,68,"1,464",128,93,21,54,191,
01/30/2023,12/18/2022,12/24/2022,By Week,2022,,51,12/24/2022,Washington,57,"1,325",115,99,26,34,161,
01/30/2023,12/25/2022,12/31/2022,By Week,2022,,52,12/31/2022,Washington,55,"1,212",106,107,30,29,160,
01/30/2023,01/01/2023,01/07/2023,By Week,2023,,1,01/07/2023,Washington,40,"1,185",95,77,13,29,132,
01/30/2023,01/08/2023,01/14/2023,By Week,2023,,2,01/14/2023,Washington,49,"1,035",79,77,17,23,131,
01/30/2023,01/15/2023,01/21/2023,By Week,2023,,3,01/21/2023,Washington,22,692,55,38,,,62,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,01/22/2023,01/28/2023,By Week,2023,,4,01/28/2023,Washington,,123,10,,,,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,12/29/2019,01/04/2020,By Week,2019/2020,,1,01/04/2020,West Virginia,0,474,92,43,0,,45,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,01/05/2020,01/11/2020,By Week,2020,,2,01/11/2020,West Virginia,0,494,95,34,0,,36,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,01/12/2020,01/18/2020,By Week,2020,,3,01/18/2020,West Virginia,0,520,101,35,0,,36,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,01/19/2020,01/25/2020,By Week,2020,,4,01/25/2020,West Virginia,0,442,93,36,0,,39,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,01/26/2020,02/01/2020,By Week,2020,,5,02/01/2020,West Virginia,0,482,102,34,0,,36,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,02/02/2020,02/08/2020,By Week,2020,,6,02/08/2020,West Virginia,0,482,104,34,0,,39,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,02/09/2020,02/15/2020,By Week,2020,,7,02/15/2020,West Virginia,0,478,103,38,0,,45,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,02/16/2020,02/22/2020,By Week,2020,,8,02/22/2020,West Virginia,0,467,108,27,0,10,37,
01/30/2023,02/23/2020,02/29/2020,By Week,2020,,9,02/29/2020,West Virginia,0,460,102,42,0,,44,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,03/01/2020,03/07/2020,By Week,2020,,10,03/07/2020,West Virginia,0,483,107,29,0,,36,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,03/08/2020,03/14/2020,By Week,2020,,11,03/14/2020,West Virginia,0,475,104,37,0,,45,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,03/15/2020,03/21/2020,By Week,2020,,12,03/21/2020,West Virginia,0,470,99,37,0,,46,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,03/22/2020,03/28/2020,By Week,2020,,13,03/28/2020,West Virginia,,491,104,25,0,,33,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,03/29/2020,04/04/2020,By Week,2020,,14,04/04/2020,West Virginia,,467,102,46,0,,52,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,04/05/2020,04/11/2020,By Week,2020,,15,04/11/2020,West Virginia,,523,113,50,,,59,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,04/12/2020,04/18/2020,By Week,2020,,16,04/18/2020,West Virginia,11,419,96,27,,,38,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,04/19/2020,04/25/2020,By Week,2020,,17,04/25/2020,West Virginia,16,460,110,28,,0,39,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,04/26/2020,05/02/2020,By Week,2020,,18,05/02/2020,West Virginia,15,482,109,35,,0,44,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,05/03/2020,05/09/2020,By Week,2020,,19,05/09/2020,West Virginia,,449,109,25,0,0,29,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,05/10/2020,05/16/2020,By Week,2020,,20,05/16/2020,West Virginia,14,477,115,41,,0,49,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,05/17/2020,05/23/2020,By Week,2020,,21,05/23/2020,West Virginia,,440,109,32,,0,36,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,05/24/2020,05/30/2020,By Week,2020,,22,05/30/2020,West Virginia,,412,95,31,,0,35,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,05/31/2020,06/06/2020,By Week,2020,,23,06/06/2020,West Virginia,,409,98,25,,0,28,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,06/07/2020,06/13/2020,By Week,2020,,24,06/13/2020,West Virginia,,458,110,28,,0,28,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,06/14/2020,06/20/2020,By Week,2020,,25,06/20/2020,West Virginia,,419,103,27,0,0,29,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,06/21/2020,06/27/2020,By Week,2020,,26,06/27/2020,West Virginia,,464,111,33,,0,34,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,06/28/2020,07/04/2020,By Week,2020,,27,07/04/2020,West Virginia,,425,102,28,,0,28,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,07/05/2020,07/11/2020,By Week,2020,,28,07/11/2020,West Virginia,,436,108,17,0,0,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,07/12/2020,07/18/2020,By Week,2020,,29,07/18/2020,West Virginia,,426,112,27,,0,30,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,07/19/2020,07/25/2020,By Week,2020,,30,07/25/2020,West Virginia,,501,121,39,,0,45,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,07/26/2020,08/01/2020,By Week,2020,,31,08/01/2020,West Virginia,17,474,123,31,,0,44,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,08/02/2020,08/08/2020,By Week,2020,,32,08/08/2020,West Virginia,22,494,129,39,,0,54,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,08/09/2020,08/15/2020,By Week,2020,,33,08/15/2020,West Virginia,14,462,112,31,,0,38,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,08/16/2020,08/22/2020,By Week,2020,,34,08/22/2020,West Virginia,31,497,125,26,,0,49,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,08/23/2020,08/29/2020,By Week,2020,,35,08/29/2020,West Virginia,32,442,111,25,11,0,46,
01/30/2023,08/30/2020,09/05/2020,By Week,2020,,36,09/05/2020,West Virginia,28,460,110,45,11,0,62,
01/30/2023,09/06/2020,09/12/2020,By Week,2020,,37,09/12/2020,West Virginia,23,468,111,27,,0,41,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,09/13/2020,09/19/2020,By Week,2020,,38,09/19/2020,West Virginia,36,484,120,42,12,0,66,
01/30/2023,09/20/2020,09/26/2020,By Week,2020,,39,09/26/2020,West Virginia,24,495,121,35,11,0,48,
01/30/2023,09/27/2020,10/03/2020,By Week,2020,,40,10/03/2020,West Virginia,23,424,98,26,,0,43,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,10/04/2020,10/10/2020,By Week,2020,,41,10/10/2020,West Virginia,34,500,114,44,20,0,58,
01/30/2023,10/11/2020,10/17/2020,By Week,2020,,42,10/17/2020,West Virginia,21,455,105,40,11,0,50,
01/30/2023,10/18/2020,10/24/2020,By Week,2020,,43,10/24/2020,West Virginia,28,471,109,54,17,0,65,
01/30/2023,10/25/2020,10/31/2020,By Week,2020,,44,10/31/2020,West Virginia,44,485,109,47,16,0,75,
01/30/2023,11/01/2020,11/07/2020,By Week,2020,,45,11/07/2020,West Virginia,52,531,117,49,22,0,79,
01/30/2023,11/08/2020,11/14/2020,By Week,2020,,46,11/14/2020,West Virginia,54,554,130,57,27,0,84,
01/30/2023,11/15/2020,11/21/2020,By Week,2020,,47,11/21/2020,West Virginia,82,524,119,75,40,0,117,
01/30/2023,11/22/2020,11/28/2020,By Week,2020,,48,11/28/2020,West Virginia,87,570,135,55,40,0,102,
01/30/2023,11/29/2020,12/05/2020,By Week,2020,,49,12/05/2020,West Virginia,137,637,139,104,70,0,171,
01/30/2023,12/06/2020,12/12/2020,By Week,2020,,50,12/12/2020,West Virginia,161,647,139,88,68,0,181,
01/30/2023,12/13/2020,12/19/2020,By Week,2020,,51,12/19/2020,West Virginia,185,695,150,108,71,0,222,
01/30/2023,12/20/2020,12/26/2020,By Week,2020,,52,12/26/2020,West Virginia,174,669,147,112,79,0,207,
01/30/2023,12/27/2020,01/02/2021,By Week,2020/2021,,53,01/02/2021,West Virginia,199,730,161,134,103,0,230,
01/30/2023,01/03/2021,01/09/2021,By Week,2021,,1,01/09/2021,West Virginia,213,722,140,162,125,0,250,
01/30/2023,01/10/2021,01/16/2021,By Week,2021,,2,01/16/2021,West Virginia,173,682,131,117,82,0,208,
01/30/2023,01/17/2021,01/23/2021,By Week,2021,,3,01/23/2021,West Virginia,139,607,118,97,83,0,153,
01/30/2023,01/24/2021,01/30/2021,By Week,2021,,4,01/30/2021,West Virginia,116,623,131,104,71,0,149,
01/30/2023,01/31/2021,02/06/2021,By Week,2021,,5,02/06/2021,West Virginia,105,589,125,93,62,0,136,
01/30/2023,02/07/2021,02/13/2021,By Week,2021,,6,02/13/2021,West Virginia,91,574,123,91,50,0,132,
01/30/2023,02/14/2021,02/20/2021,By Week,2021,,7,02/20/2021,West Virginia,55,514,110,58,33,0,80,
01/30/2023,02/21/2021,02/27/2021,By Week,2021,,8,02/27/2021,West Virginia,33,492,114,51,20,0,64,
01/30/2023,02/28/2021,03/06/2021,By Week,2021,,9,03/06/2021,West Virginia,29,504,112,59,18,0,70,
01/30/2023,03/07/2021,03/13/2021,By Week,2021,,10,03/13/2021,West Virginia,33,490,108,45,21,0,57,
01/30/2023,03/14/2021,03/20/2021,By Week,2021,,11,03/20/2021,West Virginia,22,506,110,54,13,0,63,
01/30/2023,03/21/2021,03/27/2021,By Week,2021,,12,03/27/2021,West Virginia,17,510,108,45,11,0,51,
01/30/2023,03/28/2021,04/03/2021,By Week,2021,,13,04/03/2021,West Virginia,25,483,102,37,12,0,50,
01/30/2023,04/04/2021,04/10/2021,By Week,2021,,14,04/10/2021,West Virginia,39,488,106,43,20,0,62,
01/30/2023,04/11/2021,04/17/2021,By Week,2021,,15,04/17/2021,West Virginia,34,509,110,44,18,0,60,
01/30/2023,04/18/2021,04/24/2021,By Week,2021,,16,04/24/2021,West Virginia,27,471,108,40,14,,53,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,04/25/2021,05/01/2021,By Week,2021,,17,05/01/2021,West Virginia,33,520,124,45,12,0,66,
01/30/2023,05/02/2021,05/08/2021,By Week,2021,,18,05/08/2021,West Virginia,43,488,111,51,26,0,68,
01/30/2023,05/09/2021,05/15/2021,By Week,2021,,19,05/15/2021,West Virginia,30,482,117,49,20,0,59,
01/30/2023,05/16/2021,05/22/2021,By Week,2021,,20,05/22/2021,West Virginia,25,463,112,44,18,0,51,
01/30/2023,05/23/2021,05/29/2021,By Week,2021,,21,05/29/2021,West Virginia,26,458,113,33,16,0,43,
01/30/2023,05/30/2021,06/05/2021,By Week,2021,,22,06/05/2021,West Virginia,25,487,112,38,15,0,48,
01/30/2023,06/06/2021,06/12/2021,By Week,2021,,23,06/12/2021,West Virginia,15,470,113,27,,0,36,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,06/13/2021,06/19/2021,By Week,2021,,24,06/19/2021,West Virginia,17,480,116,41,13,0,45,
01/30/2023,06/20/2021,06/26/2021,By Week,2021,,25,06/26/2021,West Virginia,,442,109,28,,0,33,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,06/27/2021,07/03/2021,By Week,2021,,26,07/03/2021,West Virginia,10,462,111,35,,0,38,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,07/04/2021,07/10/2021,By Week,2021,,27,07/10/2021,West Virginia,11,471,114,30,,0,37,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,07/11/2021,07/17/2021,By Week,2021,,28,07/17/2021,West Virginia,,407,101,27,,0,29,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,07/18/2021,07/24/2021,By Week,2021,,29,07/24/2021,West Virginia,,441,116,36,,0,40,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,07/25/2021,07/31/2021,By Week,2021,,30,07/31/2021,West Virginia,18,467,113,39,,0,48,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,08/01/2021,08/07/2021,By Week,2021,,31,08/07/2021,West Virginia,26,525,136,42,14,0,54,
01/30/2023,08/08/2021,08/14/2021,By Week,2021,,32,08/14/2021,West Virginia,32,512,134,64,23,0,73,
01/30/2023,08/15/2021,08/21/2021,By Week,2021,,33,08/21/2021,West Virginia,36,510,123,51,18,0,69,
01/30/2023,08/22/2021,08/28/2021,By Week,2021,,34,08/28/2021,West Virginia,80,559,140,79,51,0,108,
01/30/2023,08/29/2021,09/04/2021,By Week,2021,,35,09/04/2021,West Virginia,123,627,158,106,75,0,154,
01/30/2023,09/05/2021,09/11/2021,By Week,2021,,36,09/11/2021,West Virginia,139,637,153,120,82,0,177,
01/30/2023,09/12/2021,09/18/2021,By Week,2021,,37,09/18/2021,West Virginia,155,652,154,123,84,0,194,
01/30/2023,09/19/2021,09/25/2021,By Week,2021,,38,09/25/2021,West Virginia,185,685,170,139,103,0,221,
